TCGA-BH-A18H,TCGA-E2-A14P,TCGA-AN-A04A,TCGA-5L-AAT1,TCGA-GI-A2C8,TCGA-AQ-A0Y5,TCGA-A8-A07I,TCGA-E9-A1R4,TCGA-AC-A8OP,TCGA-AR-A24Q,TCGA-D8-A1XU,TCGA-AO-A03N
2.4858,6.5031,0.6962,2.8526,0.3194,0.3801,0.4227,10.959,1.6385,2.6402,1.3248,1.088
46.1377,29.6495,28.9949,80.4033,152.5011,22.1693,27.0248,62.2224,13.2584,42.8156,13.2778,33.0538
6.7129,4.0638,4.8283,6.4742,15.0211,9.3147,9.9217,26.7799,15.0343,7.9799,7.1776,1.2702
14.1266,63.7213,34.5103,9.0196,0.066,52.2619,6.4359,18.9434,51.2107,23.1483,27.0003,0.5678
22.5227,218.2798,30.299,46.1434,35.6632,275.5783,29.6942,46.8171,47.0062,27.468,23.552,12.2786
3.379,5.1127,7.4426,18.8323,7.0011,12.9959,12.0567,14.3635,5.7071,6.6545,8.1024,2.7561
17.7354,13.9726,13.0523,15.9506,3.8793,25.7037,24.4907,23.4865,24.0041,28.8052,27.8074,5.3118
70.15,87.3232,79.1452,50.5046,25.7692,107.1327,88.6319,73.6464,58.6159,72.7673,132.11,68.3779
263.6528,191.5112,227.3346,413.373,141.281,313.3437,209.0526,185.8544,320.9182,587.6584,237.358,226.3262
354.8209,180.5939,300.421,367.0109,1000.559,500.576,307.8493,443.2449,244.2449,422.6012,282.9166,97.8767
36.4642,48.7516,50.6758,29.8487,44.0912,67.8241,35.4662,39.5036,52.3943,126.7728,33.1456,11.9998
5.4227,4.4232,4.956,4.806,6.4734,13.8245,14.5766,7.238,7.1859,13.0671,5.4733,1.2195
4.0698,0.0877,0.0855,0.0546,0.3371,0.0578,0.0759,0.0565,0.332,0.168,0.0553,0.043
0.0,2.3847,0.0077,0.0218,6.8227,0.0959,0.0504,0.0562,0.0,0.0,0.0,0.0
0.6793,0.3439,0.2472,0.5955,0.5391,0.5687,1.4948,1.9672,1.1105,0.1217,1.4299,0.0868
1.7302,0.7834,0.1161,0.0816,0.0067,40.4746,3.6217,1.2228,1.4633,0.0364,13.5473,1.0058
14.187,14.3891,8.26,12.7053,13.8976,12.8114,13.3686,13.2285,14.7924,18.0094,9.1822,4.6038
3.5447,2.2837,0.9956,6.8874,0.166,0.5687,4.1897,6.5679,3.4757,3.9626,2.0529,0.0858
6.3212,6.7752,10.6749,11.6673,3.5167,5.2667,8.389,10.2386,13.0223,5.0834,6.6532,2.1827
21.2855,83.8703,20.1648,18.5701,22.801,51.3523,34.879,23.1362,16.996,39.2296,34.5176,16.8597
0.7657,22.5791,0.0832,0.4095,10.3058,0.6833,0.8133,0.3781,2.7416,0.2152,0.2964,0.5296
95.2096,288.3443,68.3158,52.1657,27.6912,96.6338,68.5482,59.9576,59.6067,136.7612,53.1571,33.2832
35.9467,41.1569,71.8197,49.2814,35.2931,134.9994,149.208,57.9257,41.8611,43.4042,32.5341,39.144
25.8233,3.9237,6.395,31.8575,0.1172,4.4192,26.2206,29.3855,1.7659,5.0593,4.5091,1.37
9.9394,12.4599,7.3215,7.297,3.1147,11.2678,16.1619,8.4459,12.7314,12.872,8.9487,7.8034
44.9873,41.9427,46.9398,60.4744,13.7699,40.5102,38.1402,65.9768,53.4799,47.6056,41.6938,14.4803
3.1975,1.4526,4.6667,13.8961,1.9817,6.3275,7.9339,4.2428,5.551,13.9221,10.0573,7.6546
23.5507,41.9199,22.5405,26.4883,8.3011,29.7674,29.3055,29.9418,35.8179,23.3959,26.5332,15.4697
173.3767,226.6225,143.2148,187.6514,413.9464,154.2645,139.1799,118.0025,115.2523,174.2491,113.3713,67.8371
14.1276,15.2182,19.6294,24.9169,7.0047,19.5249,29.6597,53.8401,16.3992,23.5725,36.445,12.9832
225.1883,352.8682,130.5271,314.6795,15.3975,393.2125,339.0542,91.9959,181.0377,494.473,279.9587,119.6491
0.1001,0.0461,0.0173,0.0,126.4655,0.0215,0.1977,0.0756,0.0,0.0,0.0145,0.0384
18.3582,144.1253,30.5198,33.3047,6.7345,43.1378,68.8727,27.2145,30.1637,202.2307,27.8668,15.76
5.9062,3.606,5.5627,20.1074,7.426,10.6455,6.4177,12.1342,10.9487,5.8865,6.8168,2.0105
4.7634,0.1444,0.5535,2.3339,0.0069,0.3919,0.3219,2.3416,10.329,0.2416,3.2463,0.8676
5.7164,8.3861,3.6342,4.5634,2.1915,3.7276,3.7105,6.7971,6.2309,3.5144,3.4691,2.1204
16.7733,11.7593,8.2896,12.7806,7.6824,1.3899,10.0544,14.183,30.0793,3.2571,5.9803,3.5882
37.7899,30.8226,26.7665,45.9253,6.4928,36.8822,42.7631,34.3688,64.2438,18.4622,29.3276,5.5588
13.2323,5.6305,8.5322,25.6987,4.4075,18.0054,12.8138,43.3906,24.6323,14.3378,10.2766,2.3701
12.6813,10.9052,12.488,21.0326,7.9369,8.5349,3.8125,19.4071,19.6936,15.7111,7.9892,4.7308
0.017,0.0784,0.0118,0.2324,0.1311,0.0585,0.25,0.0172,0.2102,0.0222,0.0297,0.0
1.6024,0.5942,4.0433,2.1973,1.2609,3.5,4.0028,19.4625,2.668,1.3278,2.7778,0.3897
0.0507,0.1868,0.1758,1.3837,0.0244,0.0436,0.1145,0.1022,0.0626,0.3636,0.0,0.0519
5.891,8.3324,3.7355,5.2406,1.1641,3.9078,6.9527,16.0635,5.3531,5.6474,5.9626,5.0326
57.4917,33.8881,19.4174,103.3797,4.1589,42.2843,62.1763,135.5562,31.9631,67.9701,44.4106,11.1515
5.0927,39.6115,7.7324,29.4411,4.6829,18.6315,11.1468,6.4421,9.5274,14.0903,7.3311,17.9099
7.3004,5.4246,2.5737,12.3137,0.3572,4.8712,10.0039,15.3598,5.7319,7.7216,7.2671,0.9452
6.5223,6.1435,4.0084,9.6042,1.8076,13.761,11.7019,18.9524,7.0885,7.6939,10.7406,7.1116
31.2289,71.2631,26.8157,37.3392,26.8841,17.1004,30.8573,26.9205,34.5188,33.3322,23.3823,8.9756
33.1664,8.8791,15.5771,23.4887,6.7052,14.9854,13.8705,13.8643,13.3594,21.4057,8.7515,7.4006
18.7059,20.4507,9.5366,7.5739,30.1691,25.3322,29.7619,16.1905,15.0431,21.073,15.838,2.8373
2.3884,8.0721,29.0029,3.8318,0.4924,15.373,15.6054,4.4072,4.0858,4.1583,2.7271,1.5596
37.7087,71.4966,30.1689,34.3277,23.7697,31.321,54.8124,35.2279,31.9323,36.2064,22.0522,11.5378
120.8698,264.7909,100.7551,152.8236,20.2003,60.4191,141.0041,103.2303,64.4801,82.1538,93.3875,62.8158
6.6782,9.4271,4.5611,9.7361,4.5441,5.1118,8.2851,13.1152,6.8427,2.9737,4.3607,1.1621
34.5396,39.5516,144.3546,121.8198,28.5168,128.2809,103.2443,101.2471,90.3726,111.976,92.3518,26.8928
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1183,0.0778,0.1171,0.2305,0.0407,0.0726,0.4196,0.0681,0.1251,0.0441,0.1374,0.0605
26.7185,128.7246,46.2445,66.3496,8.793,34.7833,49.4696,24.1818,38.197,52.0948,88.3163,20.1302
7.8461,15.9396,14.6782,11.9922,6.6584,16.7451,27.3839,12.4975,14.2218,10.2449,13.8349,6.1765
6.0201,8.1564,3.9486,11.9294,3.7347,3.4611,6.0794,7.3653,12.6556,7.1292,6.8339,1.9219
4.0679,27.6341,9.9943,8.3367,0.869,2.7009,2.617,7.4078,14.8514,5.0628,2.6448,2.489
14.9879,20.8104,22.3973,14.1417,8.5102,35.72,23.1471,17.0,26.2297,16.6252,13.6143,10.5398
22.3147,22.1346,17.4681,7.9746,10.282,67.7228,11.0935,20.2871,8.3628,9.4575,38.6296,5.6517
25.763,11.5804,10.6938,24.0414,7.0452,16.5492,31.194,24.1155,55.2487,11.3604,16.9849,4.8462
12.7398,16.2263,17.4502,10.4099,5.4843,16.6428,8.7783,19.4517,36.7632,21.3675,9.1098,3.8789
57.8237,76.7998,110.4235,49.2905,10.2791,132.8138,27.798,61.4239,69.0991,90.2997,32.4896,14.9309
20.2012,23.8968,20.3038,21.2855,14.1006,29.1625,29.0322,48.5016,32.4475,19.8826,26.4195,7.0052
25.7217,36.5757,20.3018,40.6647,9.1387,48.9732,16.8718,27.5329,16.4865,27.5809,27.2577,9.7431
147.3734,184.3806,106.8317,128.1038,10.2505,67.0466,170.4336,128.1437,203.4377,132.6996,101.729,72.5942
0.3765,1.2753,0.3132,0.7922,0.0072,0.2716,0.8498,0.8192,1.1707,0.3238,0.5247,0.0847
19.8729,118.8242,65.9219,16.4671,1.0176,31.5979,22.1458,93.0206,91.0259,20.2951,95.3025,21.0776
7.0621,8.9075,7.6609,11.4877,3.6829,12.4536,13.6377,7.7709,7.527,6.898,5.7248,2.1209
26.2498,23.8411,16.7234,15.0416,6.0186,41.9922,36.1468,40.342,35.9145,51.1239,22.4899,7.2719
46.3408,13.4056,36.6933,41.9637,3.3627,34.8065,52.8633,30.4382,14.3289,30.5838,21.5215,12.9274
10.7168,50.1704,12.5074,8.7128,0.6146,14.1608,108.5596,45.6565,7.6746,133.521,7.3219,17.644
20.5203,19.3964,19.0994,26.885,6.0145,13.2295,30.1476,26.9093,43.4646,41.6767,24.4712,8.6973
28.8001,85.5937,35.2422,25.3309,23.7323,34.6471,40.6316,64.8776,36.0695,39.6881,43.8649,12.1793
74.3431,42.5299,201.8094,225.2245,129.9306,378.2231,199.6737,81.5641,121.0452,184.2277,291.5379,76.155
18.5275,12.2707,7.5556,19.443,0.8493,5.2299,8.9813,19.41,15.1553,33.0294,12.8388,9.0269
20.9873,37.6272,26.4342,26.2642,13.0924,12.4698,40.6361,28.9163,27.4166,29.0689,24.9894,4.9475
7.5873,12.9012,11.6851,11.3676,21.2766,11.6409,11.4763,16.9825,12.3092,14.3113,12.3555,2.713
21.5112,25.0935,26.9967,13.7675,18.4838,26.2621,44.1189,22.7501,29.6336,25.6352,39.31,10.3197
5.226,0.8259,0.0549,1.2341,0.0,0.3173,1.1616,0.6912,1.5305,1.0662,0.6897,0.0
148.0929,94.8512,128.8253,449.5307,11.7703,132.8478,208.7696,306.9346,79.6562,121.5188,149.4478,61.4065
37.1639,48.3277,61.113,74.3829,158.5906,35.3343,47.7442,145.8671,19.3524,85.5303,109.5581,48.1986
0.0,16.7861,0.0121,0.0,0.0084,27.8228,0.0,0.0351,0.0215,1.0782,0.0202,0.1425
3.1773,16.5873,3.5212,2.6636,1.5246,4.1225,8.7316,13.7486,4.8882,3.3253,3.4734,2.6608
23.834,30.5525,20.9317,38.5503,11.8513,13.1171,22.6969,29.7418,36.3981,44.1614,34.9007,11.7072
8.1615,3.0866,2.1375,3.084,0.0902,0.7149,2.1438,4.7956,6.9446,1.9788,9.7916,0.2458
49.8581,1.3842,21.2737,7.4228,4.5276,16.1652,3.4653,28.4436,38.1337,1.772,12.4742,3.5433
8.2517,7.706,18.5688,7.2741,6.36,26.0317,18.4234,12.2031,15.7949,10.9737,14.7547,6.4
9.1948,8.8629,10.7309,8.0512,7.3809,10.6123,7.6986,16.97,15.3945,3.092,10.3224,4.923
33.4008,103.1137,108.55,49.3231,0.6887,41.38,7.0559,15.4256,49.3268,9.1629,196.3074,1323.827
3.8457,6.4006,11.2953,12.9761,8.343,12.053,14.3517,12.7208,6.7891,14.4706,10.1423,2.187
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0509
298.2344,173.4661,109.684,159.2686,8.4632,404.979,199.261,141.4188,185.5719,164.0215,144.685,111.9693
17.1914,8.7405,7.4553,74.8364,0.7458,16.1436,21.544,50.9738,15.376,13.1202,21.417,1.5457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.9541,18.0358,19.6466,39.9024,27.3488,30.5994,29.5323,43.4398,59.1427,20.7187,28.401,5.1711
52.6179,67.4643,80.5476,53.1803,17.6001,50.8794,98.6249,42.4176,44.3053,44.6854,46.8357,51.2504
13.5668,17.1315,21.1729,18.9816,6.1288,27.2833,36.4875,31.3736,28.2217,27.309,33.5829,18.4354
9.0647,8.6737,29.3152,14.5946,1.9819,25.6159,14.6934,10.8211,13.3654,12.3977,21.5679,3.8375
111.9265,194.9611,154.1658,126.2566,50.2793,102.3675,154.7197,146.0392,112.9107,111.9354,148.0613,74.003
31.8174,15.2782,26.829,34.8923,3.2253,41.2198,60.2414,56.8689,38.162,14.5217,29.0269,8.9857
0.0069,0.019,0.0286,0.0403,0.0,0.0,0.0155,0.0069,0.0085,0.0,0.008,0.0
2.2419,2.7871,5.6587,17.2421,0.9335,6.4075,2.7754,2.4099,7.8853,2.082,3.5168,0.6244
90.807,100.5387,149.462,173.3906,18.1958,100.6695,84.29,190.4547,176.1897,87.3235,92.9103,58.571
167.8595,76.3405,140.8745,186.4301,14.6718,202.5893,111.7664,248.0684,120.5537,36.1487,126.4692,41.3333
58.7054,27.2732,41.8821,68.7659,24.1574,51.2821,51.3983,52.2563,41.2431,75.1657,32.6303,18.8649
16.8793,21.1848,12.8981,16.4982,3.3295,37.6053,34.9875,22.251,21.613,26.3285,21.9324,10.2798
8.1135,6.8495,5.4771,10.7244,3.4599,16.4706,19.3513,19.8037,12.448,6.7359,9.0551,4.3538
66.8395,32.5598,23.0172,66.0329,16.4118,40.2845,42.5431,47.7061,109.0701,47.2108,58.6565,18.7364
10.3709,10.0054,10.9604,7.6799,6.2795,16.1834,16.9223,8.3388,8.7923,18.888,17.8726,6.8444
5.1519,12.9501,19.3048,14.85,4.6312,26.7053,13.816,17.2089,15.8706,6.107,7.6366,2.4242
48.4224,28.3055,42.119,40.8564,20.2454,71.6483,51.3901,63.4472,53.9499,42.8144,67.8661,18.2938
6.0711,2.4154,7.5545,12.2364,18.7252,11.3879,7.0882,29.8187,14.1175,4.0239,7.1319,1.1449
5.3742,15.602,6.7309,6.935,1.1305,9.2297,7.5372,10.9399,5.8952,10.4426,5.0372,2.6282
36.8002,62.828,37.0671,58.5864,13.7149,157.7297,128.0148,29.3998,84.7199,73.6476,101.4199,45.5614
311.6813,73.9936,234.1191,170.4642,2.8997,174.73,333.0497,55.8288,427.0034,56.9115,263.3049,166.3087
11.0903,4.936,1.4465,2.5766,3.1342,1.865,3.3822,2.8111,2.2755,18.926,2.3462,0.8994
16.7325,5.74,1.6483,16.405,0.286,0.5731,3.9984,14.6666,6.123,6.9411,2.6774,0.2605
11.9929,20.2304,9.5117,11.9745,0.9983,7.0829,30.0878,21.2695,10.4166,17.7336,7.3486,7.9234
32.5868,35.9868,30.2572,28.6391,23.8493,89.0342,54.6942,41.2469,35.9414,48.8345,33.6366,17.8154
3.2199,5.5326,1.6468,3.9712,0.3372,1.2041,0.8938,4.7082,2.2587,3.223,1.5079,2.8873
40.8578,30.648,36.0873,32.0584,10.2612,19.002,40.1008,53.6803,39.7196,14.1646,22.597,17.1034
128.8482,199.1092,94.0884,98.3948,27.936,99.6668,60.8992,175.5492,146.2583,65.6007,75.1041,25.1114
1.0303,4.0419,1.1941,0.5923,0.0325,0.3916,1.6393,0.7316,0.8961,0.7043,3.6486,2.3833
53.0679,145.4307,76.8241,111.4845,235.4674,97.222,79.1633,109.3171,56.681,124.3046,137.0659,39.3503
26.5312,18.3921,32.2316,32.6123,23.6593,54.3429,43.9816,42.1098,38.6938,49.4177,32.5322,11.4791
6.7676,2.8232,12.329,15.0325,0.8899,12.7767,14.4537,7.1354,13.2271,5.2438,12.9554,5.5211
15.7201,25.402,23.6353,27.6004,16.0034,39.9488,19.5236,20.7498,18.0443,12.1299,15.8014,9.6169
22.3406,24.5558,12.4032,10.1893,0.9095,9.0424,33.4184,10.2379,38.2522,7.0201,13.0166,13.6934
3.3082,3.3455,3.9246,4.5607,5.6561,8.7742,5.472,5.5493,5.8262,6.527,5.9256,3.4472
62.2737,84.5153,65.0469,64.4017,38.4638,210.1901,58.1116,87.4657,118.6255,94.5126,126.7165,20.3495
22.4748,12.4842,7.7248,40.2648,1.1783,6.6521,14.0291,31.3671,11.6358,13.0472,10.6147,2.3637
9.3239,0.7536,2.1602,3.2418,0.0127,0.5897,1.4009,0.6119,1.2384,1.9791,0.9816,1.3638
13.9352,25.2442,20.9148,22.91,5.1768,17.7104,9.7272,24.4654,13.3995,22.7835,14.0277,7.9017
0.9408,0.5074,0.27,0.3736,0.1009,0.8799,0.6086,1.1288,1.4491,0.3709,1.0648,0.2114
0.5628,0.2526,1.9977,0.0267,0.0528,4.8088,1.7348,3.5255,0.2202,0.1341,0.2232,0.2947
19.5925,78.0013,52.7786,22.3404,3.4761,73.5699,188.7948,33.1628,133.6461,17.1036,25.201,5.2614
0.0,0.0047,0.0071,0.0099,0.0,0.0088,0.0173,0.0051,0.0,0.01,0.0118,0.0026
0.0658,0.0808,9.5525,0.1283,0.0211,1.6019,0.0991,0.2432,0.2166,0.2431,0.0637,0.0
30.7645,25.7115,48.9602,40.4874,38.1907,48.1412,47.1042,82.5359,46.216,39.0886,50.1597,16.5308
0.1283,0.189,0.0889,0.1,0.0,0.1322,0.029,0.2585,0.0,0.4515,0.2384,0.0787
9.5623,6.6561,7.4511,8.4101,4.5148,12.9545,16.2286,14.0459,19.9993,7.5186,1.4555,3.9915
0.2598,23.3084,5.5719,3.5433,0.794,15.2373,2.4147,4.3415,49.9342,1.9319,30.5921,2.68
0.0,0.0,0.0,0.0425,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021,0.0193,0.189,0.2043,0.0,0.036,0.0,0.1056,0.207,0.0273,0.0,0.0
42.4241,50.4422,47.7208,62.9171,10.2769,50.6895,60.1682,40.1346,54.9365,45.4705,45.5962,29.9435
35.3904,57.9974,56.6285,31.2292,11.6908,64.9884,64.6528,72.8026,42.407,63.8942,79.1133,24.3115
0.8107,1.0331,0.5619,0.6769,0.9427,2.425,0.2815,0.5564,1.4179,0.7313,1.0294,0.1776
5.7935,2.8316,12.6946,12.6186,0.2423,16.4542,11.9593,4.4765,2.2199,14.5361,8.7969,2.0972
24.8229,70.5814,58.3051,35.3101,15.2226,21.3076,49.6133,57.7052,47.2099,99.5394,25.7061,7.2712
15.2964,22.2279,9.989,14.6004,6.2708,11.3331,20.4456,9.2602,20.9877,8.2434,12.886,4.7548
1.8623,1.643,3.2904,7.4254,0.984,26.3159,1.9383,1.1566,4.7503,11.6119,16.5405,5.446
3.5747,1.6411,2.9222,3.4739,0.2565,3.6062,7.5414,2.946,1.501,0.9283,1.3983,0.5964
18.9106,15.4927,22.2662,28.8487,10.9863,49.3248,24.3098,20.0771,28.7031,170.0177,35.0132,15.8398
11.6058,4.0347,23.349,11.9821,12.487,16.5817,25.6314,35.1864,17.3971,23.1644,31.3878,13.4887
0.0,0.0129,0.0,0.0273,0.0,0.0241,0.0,0.0423,0.0,0.0,0.0244,0.0
35.5443,32.1978,50.9784,41.3618,13.9312,45.6263,25.0028,28.6087,37.1848,28.9799,41.4745,11.3552
1.2397,2.7785,0.6285,0.738,684.1852,0.1676,0.2979,0.3353,6.1465,0.3291,1.3064,0.0293
16.0628,33.0454,19.1222,22.8661,10.6655,27.6582,36.5382,19.0774,18.3934,29.9874,21.4953,7.9219
5.654,0.4171,1.391,3.111,0.7266,1.6122,4.2374,2.6302,1.3579,1.9684,0.7894,1.5335
8.6432,3.8165,0.7964,4.9639,0.2163,4.2472,1.1276,0.6542,3.5136,0.6836,11.4013,14.7372
7.6238,7.8163,12.3514,9.774,4.3398,10.586,16.8313,12.0925,18.1225,8.6958,12.3742,2.1683
1.8082,5.6006,3.6633,2.7775,2.4922,1.9409,8.0837,3.6427,0.5577,20.1637,0.0404,0.2133
0.2175,0.1001,0.4523,0.3532,0.0,0.9028,0.0205,0.0,0.0224,2.433,0.2,0.0
1.4313,1.2505,1.6929,2.3237,1.3071,2.0618,3.3417,5.4641,4.0822,2.1287,1.4244,0.5355
0.1593,9.409,175.6384,0.0517,0.0766,52.8659,39.7951,75.7619,0.0491,2.2837,41.2386,2.4435
9.1881,5.8403,42.8663,50.48,2.6391,28.1346,47.0948,10.3204,21.2862,79.316,30.3101,23.7
1583.7296,874.9099,530.9857,4570.0275,77.6597,539.8689,1170.3058,4719.1585,786.1682,1109.7038,1987.2077,536.2623
2.2608,0.3411,1.2741,2.8736,0.6525,4.6083,1.6646,2.6506,3.146,2.0573,4.5151,0.3676
7.7323,10.6137,8.4943,8.4836,16.4209,10.9177,10.5773,15.0184,11.7875,13.8169,7.516,3.3116
22.9802,32.5166,27.707,60.4939,6.0185,16.7662,40.5675,67.192,43.0648,25.2223,21.4888,12.9958
9.3479,7.1006,17.7319,17.8134,6.2391,24.598,25.486,15.9332,26.9071,10.8246,14.0561,3.3442
0.0432,0.0397,0.0599,0.0,0.0,0.0,0.0975,0.0,0.0,0.0,0.0,0.0
8.8583,38.0593,12.3454,8.6494,2.6273,19.8027,13.6252,13.7918,15.3694,19.1597,15.184,3.1461
5.3329,21.4347,16.2579,14.2763,13.6962,15.4354,14.0145,23.6472,20.3835,9.5005,17.1293,18.6744
5.2111,3.8843,3.7458,4.0311,25.5061,5.5771,4.1145,12.2872,4.6214,15.5248,7.3453,1.3845
25.2482,6.5156,5.2528,15.5659,0.4592,2.3333,13.9066,17.1767,7.3937,31.3978,4.3582,1.1488
8.064,11.1586,10.0157,11.14,4.0058,21.8332,10.3228,19.7944,14.1685,19.5857,11.7173,5.5577
8.705,2.0501,11.0103,5.4531,4.6666,3.4732,2.365,87.4043,12.6931,23.4219,16.1686,2.8919
98.4626,23.2775,43.9548,97.6664,30.3118,121.2014,69.9359,79.6787,80.706,38.955,82.3179,30.6144
0.0,0.0252,0.057,0.1068,0.0659,0.0235,0.1238,0.0552,0.4735,0.0357,0.0637,0.0
0.9739,0.1281,0.0964,1.8431,0.0535,0.0239,0.628,0.953,1.7166,0.3082,0.8402,0.1423
6.5347,9.5792,10.4955,7.7244,4.9625,11.491,10.1796,9.7774,11.0636,20.5029,10.2279,4.132
2.1222,0.1585,2.7901,1.2421,0.0761,3.225,2.0745,0.3985,0.2354,0.2001,0.3675,0.1213
11.6861,52.5746,18.8002,22.4646,2.5035,24.7381,17.7293,39.3185,35.1744,9.9901,16.8353,6.1028
16.589,18.5125,12.2623,16.5469,3.7205,85.4188,30.2861,17.4472,11.2831,17.5346,15.1993,9.6805
0.3084,0.3623,1.1505,0.8692,0.6849,1.3409,1.2958,10.0129,2.8739,10.5848,0.983,0.7245
0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.0,0.0,0.0172,0.3227,0.1218
6.1662,37.1153,12.539,9.6582,6703.3406,18.8923,19.0806,11.1428,45.2519,73.2637,10.3622,8.9022
43.7708,177.711,65.9884,79.7258,38.1035,55.4162,41.7453,80.4368,54.1801,73.5447,91.6857,38.0587
0.0,0.0,0.006,0.0,0.0,0.0147,0.0,0.0,0.0106,0.0,0.0,0.0
2.6682,0.4532,10.5083,24.3616,0.011,10.0693,31.1703,33.8087,22.592,25.1885,27.9747,4.1273
5.7613,11.2618,3.6962,7.0844,1.2846,4.4135,11.6006,12.3171,7.1083,5.253,7.1102,1.9449
75.54,106.6706,104.9654,132.5782,124.6328,168.6411,120.7289,99.9975,115.334,106.1461,122.1651,91.1297
3.1685,5.5347,3.3164,6.6262,4.0559,3.6869,4.714,5.6927,4.1805,2.6205,2.741,1.3289
32.5781,18.8173,31.8971,47.1963,7.274,32.3639,73.5291,42.1608,47.7866,37.8898,24.999,29.168
1.2626,0.9439,0.7879,1.621,1.957,3.1404,1.0646,1.7786,0.6625,0.7186,0.7275,0.0692
68.793,51.0879,58.2178,102.3144,25.2954,71.1529,64.1357,99.5914,75.793,30.264,44.5461,18.6544
18.1059,35.0712,25.7603,21.4137,127.6564,44.409,27.6031,38.0787,27.8121,76.0999,51.9958,11.8002
24.4427,16.3694,26.168,22.8655,29.7359,58.2942,46.38,43.2824,54.5388,90.5156,31.932,11.5297
48.2655,64.321,45.7176,46.6041,11.7601,47.6558,52.0923,60.1429,35.7671,53.7337,80.1681,38.5876
65.7079,69.3425,45.5409,79.582,132.5557,90.1548,76.8861,68.5125,53.8477,79.4374,69.0596,17.0071
34.1367,10.6555,3.279,15.8484,2.3544,5.0864,15.5071,20.3213,11.8286,14.4976,8.2528,1.6911
12.3077,11.314,20.6281,11.9318,8.726,63.9436,21.2124,39.2558,22.499,15.3965,25.4497,4.9762
11.4318,7.2107,9.6498,14.6507,8.6011,14.7547,8.132,14.3177,26.9884,13.5237,17.1903,13.462
3.6244,13.189,6.7824,10.2111,4.3183,9.1692,8.3376,11.5703,6.2949,8.047,6.6862,13.7399
14.5717,22.9195,20.3412,46.1114,18.1844,30.2555,19.2284,16.5417,21.7201,71.1797,29.7865,20.9819
179.3779,248.0876,182.8431,232.5884,131.6706,360.3314,224.9701,114.7034,187.008,391.4848,301.8485,113.6605
0.7195,0.7131,0.0575,0.629,0.4348,7.9686,20.8408,0.3345,1.6731,0.2344,0.1714,0.1273
38.1227,19.1169,23.0999,48.93,0.7551,9.4116,11.6095,57.4595,42.609,21.003,32.2287,15.6631
30.0448,27.9329,21.5944,68.7509,8.5191,13.6255,22.1156,30.0221,21.3132,31.8534,13.9127,14.2056
20.9178,21.0911,14.1283,13.8865,14.266,28.316,13.547,18.1982,17.3919,31.9537,18.1964,4.8905
28.8878,20.9488,14.4544,19.0767,30.8476,50.4793,50.9411,49.1947,28.4854,30.3235,25.6678,15.1555
50.5148,41.8009,170.2444,114.9708,51.4555,83.5886,92.8102,79.791,107.8742,90.4535,107.4584,43.467
2.5959,8.8466,4.2348,1.312,0.1472,2.4604,5.32,4.1812,2.1,13.0598,1.4647,2.2911
33.6826,50.0481,38.0508,126.6069,13.5248,34.2996,33.0388,47.3591,48.2098,110.2561,57.4977,36.6616
3.5756,5.0538,4.8581,11.4163,73.0905,22.0044,5.0439,5.9742,18.2592,21.8636,11.8068,1.5088
14.9304,28.8887,18.931,18.9037,49.4857,25.0889,24.8349,13.7971,16.1061,30.7199,22.0711,10.7846
31.0949,30.8437,32.0128,26.2766,19.8751,48.9904,50.3511,54.4669,29.1493,31.3991,31.6044,14.7753
3.2137,2.3135,15.5254,2.9135,0.0459,7.8417,15.7277,9.5512,3.8473,11.9827,15.4279,5.0102
24.9533,19.8989,7.0394,35.4734,2.4313,7.4209,21.6463,32.2501,14.656,10.856,14.7675,3.9452
143.9031,99.7658,39.1375,164.2712,2.1058,80.7528,94.7949,119.9098,117.4404,44.4978,34.6208,5.4513
25.519,46.5105,29.9573,42.1344,11.6668,26.3263,15.625,15.4327,30.2852,37.6791,15.4584,4.9565
68.3723,146.3909,79.157,90.7984,16.074,386.0905,77.3239,139.6972,60.3074,93.1765,102.3616,57.8815
46.21,169.5387,50.1223,36.3631,9.9562,126.4638,76.3975,59.6959,55.5527,99.2821,70.0506,28.8973
42.6855,58.7994,57.3145,36.8855,33.9487,49.524,65.6646,56.0527,34.7834,25.1772,44.6358,7.2013
266.1682,167.1221,395.6309,464.6601,86.0686,587.0764,294.2881,207.8935,217.646,669.1036,272.1234,381.8828
0.485,0.5415,0.1157,0.5111,0.0497,0.1775,0.3858,0.7848,2.109,0.145,0.831,0.0732
5.7155,3.8409,5.659,10.8065,1.4713,12.5424,10.7061,6.6188,7.6435,19.4553,8.9707,2.9816
10.7644,8.0191,2.089,9.9622,0.242,4.7858,3.2266,6.8809,4.9662,2.0331,4.5791,3.9152
183.5757,41.7576,139.8844,90.4477,11.0566,190.3338,224.5491,134.817,218.1052,257.96,169.4608,14.1626
0.0668,11.6851,0.3146,0.2601,0.0128,2.2126,0.678,0.1479,0.1647,8.8984,1.8373,0.1229
